animalJpName,picture1,picture2,picture3
ジャイアントパンダ,https://images.unsplash.com/photo-1527118732049-c88155f2107c?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=334&q=80,https://images.unsplash.com/photo-1560343787-b90cb337028e?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=334&q=80,https://images.unsplash.com/photo-1566487097168-e91a4f38bee2?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80
コバタン,,https://cdn.pixabay.com/photo/2016/01/01/00/44/sulphur-crested-cockatoo-1116179_960_720.jpg,https://images.unsplash.com/photo-1591400785043-8ce841e56ac7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80
コモンマーモセット,,https://cdn.pixabay.com/photo/2019/02/02/11/24/marmoset-3970489_960_720.jpg,https://cdn.pixabay.com/photo/2018/11/21/02/15/mico-3828732_960_720.jpg
オシドリ,,https://cdn.pixabay.com/photo/2018/05/16/09/56/mandarin-duck-3405329_960_720.jpg,https://cdn.pixabay.com/photo/2019/04/04/15/08/mandarin-4103027_960_720.jpg
コツメカワウソ,,https://images.unsplash.com/photo-1530701594694-da628544d738?ixlib=rb-1.2.1&auto=format&fit=crop&w=894&q=80,https://images.unsplash.com/photo-1516493050975-4743df62322e?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=500&q=80
ガチョウ,https://images.unsplash.com/photo-1580789951383-7cec0f79ce14?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=774&q=80,https://images.unsplash.com/photo-1546470786-1bc72e490b8d?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80,https://images.unsplash.com/photo-1591711584601-8914aea726a7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80
オジロワシ,,https://images.pexels.com/photos/56865/adler-bird-bird-of-prey-raptor-56865.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.unsplash.com/photo-1591030204712-ee5a9bfb4ced?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80
シュバシコウ,,https://cdn.pixabay.com/photo/2020/04/24/20/40/stork-5088633_960_720.jpg,https://cdn.pixabay.com/photo/2017/03/29/14/20/stork-2185338_960_720.jpg
オグロプレーリードッグ,https://images.pexels.com/photos/63661/prairie-dog-gophers-croissant-rodents-63661.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.pexels.com/photos/3773/animals-prairie-dogs-rodents.jpg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.pexels.com/photos/39895/gophers-rodent-animal-prairie-dog-39895.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260
エミュー,https://images.pexels.com/photos/1625507/pexels-photo-1625507.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.pexels.com/photos/2561202/pexels-photo-2561202.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.pexels.com/photos/1625509/pexels-photo-1625509.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260
エゾヒグマ,https://images.pexels.com/photos/35435/pexels-photo.jpg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.pexels.com/photos/3048718/pexels-photo-3048718.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260,https://images.pexels.com/photos/2561205/pexels-photo-2561205.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260
ウミネコ,https://images.unsplash.com/photo-1550909237-8912a1440073?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80,https://images.unsplash.com/photo-1528071095561-b7b74b8428c9?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=730&q=80,https://images.unsplash.com/photo-1511708345504-ac5cf4bebbe6?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=753&q=80
エジプトルーセットオオコウモリ,http://www.tobuzoo.com/zoo/list/details/pc/0_an_38_03.jpg,https://pz-garden.stardust31.com/kansi-yokusyu-kuzira-moku/photo/ruseto-ookoumori.a~WM%20(1).jpg,https://userdisk.webry.biglobe.ne.jp/000/807/20/N000/000/003/128689240835016115240_10d_A121075_.jpg
ウサギ,https://images.unsplash.com/photo-1585110396000-c9ffd4e4b308?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=334&q=80,https://images.unsplash.com/photo-1585837814269-6630d8966ce8?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=334&q=80,https://images.unsplash.com/photo-1557431518-26e2500b8680?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80
インドホシガメ,https://images.unsplash.com/photo-1537629096387-bf1e0ed74b78?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=751&q=80,https://images.unsplash.com/photo-1585696862208-ca12defa3a78?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=334&q=80,https://images.unsplash.com/photo-1568965081720-a2eadffaa3e4?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80
インドオオコウモリ,https://hirakawazoo.jp/zukan/files/2010/12/z07_Ind-Flying-Fox01.jpg,https://hirakawazoo.jp/zukan/files/2010/12/z07_Ind-Flying-Fox02.jpg,http://fruitbat.jp/fruitbats/pteropus/xinndoookoumori-surirannka/12e_1084261_s.jpg
アビシニアコロブス,https://images.unsplash.com/photo-1573143833977-db52893fdf74?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=750&q=80,https://cdn.pixabay.com/photo/2016/06/08/00/59/colobus-1443019_960_720.jpg,https://cdn.pixabay.com/photo/2016/06/08/00/59/colobus-1443020_960_720.jpg
アムールヒョウ,,https://cdn.pixabay.com/photo/2018/03/01/16/51/amur-3191126_960_720.jpg,https://cdn.pixabay.com/photo/2019/04/08/13/24/amur-leopard-4112011_960_720.jpg
アカハナグマ,,https://cdn.pixabay.com/photo/2019/02/24/18/56/coati-4018222_960_720.jpg,https://cdn.pixabay.com/photo/2015/04/10/21/38/coati-716945_960_720.jpg
アフリカタテガミヤマアラシ,https://images.unsplash.com/photo-1552301783-4009815286ea?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=728&q=80,https://images.unsplash.com/photo-1587722408951-8862b13c039d?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=751&q=80,https://images.unsplash.com/photo-1590001132083-356c0fbc9332?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=375&q=80
アカコンゴウインコ,,https://cdn.pixabay.com/photo/2019/01/09/19/09/scarlet-macaw-tropical-bird-3924046_960_720.jpg,https://cdn.pixabay.com/photo/2016/12/22/23/38/red-macaw-1926544_960_720.jpg
インドクジャク(シロクジャク),,https://cdn.pixabay.com/photo/2014/02/06/21/44/peacocks-260499_960_720.jpg,https://cdn.pixabay.com/photo/2018/03/31/10/59/indian-peafowl-3277881_960_720.jpg
アムールトラ,https://images.unsplash.com/photo-1544830219-00a0e3d3b2f7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=667&q=80,https://images.unsplash.com/photo-1524532882218-98c5fc732180?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=888&q=80,https://images.unsplash.com/photo-1566489564594-f2163930c034?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=401&q=80
アジアゾウ,,https://cdn.pixabay.com/photo/2019/03/09/07/50/sri-lankan-elephant-4043775_960_720.jpg,https://cdn.pixabay.com/photo/2017/03/01/16/24/asian-elephant-2108974_960_720.jpg
アカアシガメ,https://images.unsplash.com/photo-1531863457105-16884de22b79?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=1544&q=80,https://images.unsplash.com/photo-1585747819918-b1a434c11781?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=667&q=80,https://images.unsplash.com/photo-1567790834979-6df535e3715b?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&auto=format&fit=crop&w=627&q=80
アカカンガルー,,https://cdn.pixabay.com/photo/2015/05/03/07/45/kangaroos-750853_960_720.jpg,https://cdn.pixabay.com/photo/2014/02/08/12/41/kangaroo-261739_960_720.jpg
